billIndex,billId,billStatus,billType,billTitle
2690,s469-114,REFERRED,s,Women Veterans and Families Health Services Act of 2015
2691,s47-114,REFERRED,s,"A bill to prohibit the implementation of any program that grants temporary legal status to, or adjusts the status of, any individual who is unlawfully present in the United States until the Secretary of Homeland Security certifies that the US-VISIT system has been fully implemented at every land, sea, and air port of entry."
2692,s470-114,REFERRED,s,Safeguarding Classrooms Hurt by ObamaCare's Obligatory Levies
2693,s471-114,REFERRED,s,Women Veterans Access to Quality Care Act of 2015
2694,s472-114,REFERRED,s,Douglas County Conservation Act of 2015
2695,s473-114,REFERRED,s,Saving Our Next Generation Act
2696,s474-114,REFERRED,s,Protecting Students from Sexual and Violent Predators Act
2697,s475-114,REFERRED,s,Sugar Reform Act of 2015
2698,s476-114,REFERRED,s,School Principal Recruitment and Training Act
2699,s477-114,REFERRED,s,Firearms Manufacturers and Dealers Protection Act of 2015
2700,s478-114,REFERRED,s,Career Ready Act of 2015
2701,s479-114,REFERRED,s,"A bill to amend the National Trails System Act to direct the Secretary of the Interior to conduct a study on the feasibility of designating the Chief Standing Bear National Historic Trail, and for other purposes."
2702,s48-114,REFERRED,s,Prenatal Nondiscrimination Act of 2015
2703,s480-114,REPORTED,s,National All Schedules Prescription Electronic Reporting Reauthorization Act of 2016
2704,s481-114,REPORTED,s,Improving Regulatory Transparency for New Medical Therapies Act
2705,s482-114,REFERRED,s,Consumer Financial Protection Bureau Examination and Reporting Threshold Act of 2015
2706,s483-114,ENACTED:SIGNED,s,Ensuring Patient Access and Effective Drug Enforcement Act of 2016
2707,s484-114,REFERRED,s,PATIENTS Act of 2015
2708,s485-114,REFERRED,s,APPROVAL Act
2709,s486-114,REFERRED,s,Head Start on Vaccinations Act
2710,s487-114,REFERRED,s,Fire-Damaged Home Rebuilding Act of 2015
2711,s488-114,REFERRED,s,"A bill to amend title XVIII of the Social Security Act to allow physician assistants, nurse practitioners, and clinical nurse specialists to supervise cardiac, intensive cardiac, and pulmonary rehabilitation programs."
2712,s489-114,REFERRED,s,Low Value Shipment Regulatory Modernization Act of 2015
2713,s49-114,REFERRED,s,"A bill to include a question to ascertain United States citizenship and immigration status in each questionnaire used for a decennial census of population, and for other purposes."
2714,s490-114,REFERRED,s,Federal Land Freedom Act of 2015
2715,s491-114,REFERRED,s,Freedom to Export to Cuba Act of 2015
2716,s492-114,REFERRED,s,No Child Left Inside Act of 2015
2717,s493-114,REFERRED,s,Balanced Budget Accountability Act
2718,s494-114,REFERRED,s,Authorizing Alaska Production Act
2719,s495-114,REFERRED,s,Mortgage Finance Act of 2015
2720,s496-114,REFERRED,s,"A bill to prohibit the use of any Federal funds to finalize, implement, or enforce the proposed rule entitled ""Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption""."
2721,s497-114,REFERRED,s,Healthy Families Act
2722,s498-114,REFERRED,s,Constitutional Concealed Carry Reciprocity Act of 2015
2723,s499-114,REFERRED,s,Social Security Disability Insurance and Unemployment Benefits Double Dip Elimination Act
2724,s50-114,REFERRED,s,Abortion Non-Discrimination Act of 2015
2725,s500-114,REFERRED,s,State Mineral Revenue Protection Act
2726,s501-114,ENACTED:SIGNED,s,New Mexico Navajo Water Settlement Technical Corrections Act
2727,s502-114,REFERRED,s,Smarter Sentencing Act of 2015
2728,s503-114,REFERRED,s,Haitian Partnership Renewal Act
2729,s504-114,REFERRED,s,Great Lakes Ecological and Economic Protection Act of 2015
2730,s505-114,REFERRED,s,A bill to amend the Internal Revenue Code of 1986 to extend the Health Coverage Tax Credit.
2731,s506-114,REFERRED,s,"A bill to amend part B of title XVIII of the Social Security Act to exclude customary prompt pay discounts from manufacturers to wholesalers from the average sales price for drugs and biologicals under Medicare, and for other purposes."
2732,s507-114,REFERRED,s,RAISE Act
2733,s508-114,REFERRED,s,FLAME Act Amendments of 2015
2734,s509-114,REFERRED,s,African Burial Ground International Memorial Museum and Educational Center Act
2735,s51-114,REFERRED,s,Title X Abortion Provider Prohibition Act
2736,s510-114,REFERRED,s,Bureau of Consumer Financial Protection-Inspector General Reform Act of 2015
2737,s511-114,REFERRED,s,Genetically Engineered Food Right-to-Know Act
2738,s512-114,REFERRED,s,Law Enforcement Access to Data Stored Abroad Act
2739,s513-114,REFERRED,s,A bill for the relief of Esther Karinge.
2740,s514-114,REFERRED,s,Promise Neighborhoods Authorization Act of 2015
2741,s515-114,REFERRED,s,Sequestration Relief Act of 2015
2742,s516-114,REFERRED,s,Every Child Counts Act
2743,s517-114,REFERRED,s,Secure Rural Schools and Payment in Lieu of Taxes Repair Act
2744,s518-114,REFERRED,s,Highway Runoff Management Act
2745,s519-114,REFERRED,s,Chesapeake Bay Gateways and Watertrails Network Reauthorization Act
2746,s52-114,REFERRED,s,"A bill to close the loophole that allowed the 9/11 hijackers to obtain credit cards from United States banks that financed their terrorist activities, to ensure that illegal immigrants cannot obtain credit cards to evade United States immigration laws, and for other purposes."
2747,s520-114,REFERRED,s,A bill to amend the Neotropical Migratory Bird Conservation Act to reauthorize the Act.
2748,s521-114,REPORTED,s,President Street Station Study Act
2749,s522-114,REFERRED,s,Protecting And Retaining Our Children's Health Insurance Program Act of 2015
2750,s523-114,REFERRED,s,A bill to coordinate the provision of energy retrofitting assistance to schools.
2751,s524-114,ENACTED:SIGNED,s,Comprehensive Addiction and Recovery Act of 2016
2752,s525-114,REFERRED,s,Food for Peace Reform Act of 2015
2753,s526-114,REFERRED,s,Sunset of the 2001 Authorization for Use of Military Force Act
2754,s527-114,PASS_OVER:SENATE,s,"A bill to award a Congressional Gold Medal to the Foot Soldiers who participated in Bloody Sunday, Turnaround Tuesday, or in the final Selma to Montgomery Voting Rights March in March of 1965, which served as a catalyst for the Voting Rights Act of 1965."
2755,s528-114,REFERRED,s,Empowering Parents and Students Through Information Act
2756,s529-114,REFERRED,s,Combating Human Trafficking Act of 2015
2757,s53-114,REFERRED,s,Child Tax Credit Integrity Preservation Act of 2015
2758,s530-114,REFERRED,s,"A bill to require the president of the Federal Reserve Bank of New York to be appointed by the President, by and with the advice and consent of the Senate."
2759,s531-114,REFERRED,s,ReLIEF Act
2760,s532-114,REFERRED,s,Highway-Rail Grade Crossing Safety Act of 2015
2761,s533-114,REFERRED,s,"Tsunami Warning, Education, and Research Act of 2015"
2762,s534-114,PROV_KILL:CLOTUREFAILED,s,Immigration Rule of Law Act of 2015
2763,s535-114,ENACTED:SIGNED,s,Energy Efficiency Improvement Act of 2015
2764,s536-114,REFERRED,s,Indian Health Service Health Professions Tax Fairness Act of 2015
2765,s537-114,REFERRED,s,COMPETE Act of 2015
2766,s538-114,REFERRED,s,Idaho Safe and Efficient Vehicle Act of 2015
2767,s539-114,REFERRED,s,Medicare Access to Rehabilitation Services Act of 2015
2768,s54-114,REFERRED,s,Regulatory Fairness Act of 2015
2769,s540-114,REFERRED,s,School Food Modernization Act
2770,s541-114,REFERRED,s,John P. Parker House Study Act
2771,s542-114,REFERRED,s,Counterterrorism Border Security Enhancement Act
2772,s543-114,REFERRED,s,EPA Science Advisory Board Reform Act of 2015
2773,s544-114,REPORTED,s,Secret Science Reform Act of 2015
2774,s545-114,REFERRED,s,Pay Our Coast Guard Act
2775,s546-114,PASS_OVER:SENATE,s,RESPONSE Act of 2016
2776,s547-114,REFERRED,s,"A bill to establish a regulatory framework for the comprehensive protection of personal data for individuals under the aegis of the Federal Trade Commission, to amend the Children's Online Privacy Protection Act of 1998 to improve provisions relating to collection, use, and disclosure of personal information of children, and for other purposes."
2777,s548-114,REFERRED,s,A bill to clarify that funding for the Public Company Accounting Oversight Board is not subject to the sequester.
2778,s549-114,REFERRED,s,A bill to clarify that funding for the Securities Investor Protection Corporation is not subject to the sequester.
2779,s55-114,REFERRED,s,Offshore Fairness Act
2780,s550-114,REFERRED,s,A bill to clarify that funding for the standard setting body designated pursuant to section 19(b) of the Securities Act of 1933 is not subject to the sequester.
2781,s551-114,REFERRED,s,Denying Firearms and Explosives to Dangerous Terrorists Act of 2015
2782,s552-114,REPORTED,s,Small Business Investment Capital Company Act of 2015
2783,s553-114,REPORTED,s,End Modern Slavery Initiative Act of 2015
2784,s554-114,REFERRED,s,Federal Employee Retroactive Pay Fairness Act of 2015
2785,s555-114,REFERRED,s,Bringing Terrorists to Justice Act of 2015
2786,s556-114,REPORTED,s,Sportsmen's Act of 2015
2787,s557-114,REFERRED,s,Accelerated Learning Act of 2015
2788,s558-114,REPORTED,s,Presidential Library Donation Reform Act of 2015
2789,s559-114,REFERRED,s,Supporting Academic Freedom through Regulatory Relief Act
2790,s56-114,REFERRED,s,Ending Mobile Phone Welfare Act of 2015
2791,s560-114,REFERRED,s,PARTS Act
2792,s561-114,REFERRED,s,Polar Bear Conservation and Fairness Act of 2015
2793,s562-114,REFERRED,s,Geothermal Exploration Opportunities Act of 2015
2794,s563-114,REFERRED,s,Physician Ambassadors Helping Veterans Act
2795,s564-114,REFERRED,s,Veterans Hearing Aid Access and Assistance Act
2796,s565-114,ENACTED:SIGNED,s,Federal Vehicle Repair Cost Savings Act of 2015
2797,s566-114,REFERRED,s,Tropical Forest Conservation Reauthorization Act of 2015
2798,s567-114,REFERRED,s,Knife Owners' Protection Act of 2015
2799,s568-114,REFERRED,s,Trade Adjustment Assistance Act of 2015
2800,s569-114,REFERRED,s,Farm to School Act of 2015
2801,s57-114,REFERRED,s,Food Stamp Fraud Prevention and Accountability Act
2802,s570-114,REFERRED,s,Comprehensive Dental Reform Act of 2015
2803,s571-114,PASS_OVER:SENATE,s,Pilot's Bill of Rights 2
2804,s572-114,REFERRED,s,"A bill to amend title 18, United States Code, to provide a penalty for knowingly selling advertising that offers certain commercial sex acts."
2805,s573-114,REFERRED,s,General Aviation Pilot Protection Act of 2015
2806,s574-114,REFERRED,s,LEAP Act
2807,s575-114,REFERRED,s,HERO Act of 2015
2808,s576-114,REFERRED,s,Encouraging Employee Ownership Act
2809,s577-114,REFERRED,s,Corn Ethanol Mandate Elimination Act of 2015
2810,s578-114,REFERRED,s,Home Health Care Planning Improvement Act of 2015
2811,s579-114,REPORTED,s,Inspector General Empowerment Act of 2015
2812,s58-114,REFERRED,s,Nuclear Regulatory Commission Reorganization Plan Codification and Complements Act
2813,s580-114,REFERRED,s,Community Partnerships in Education Act
2814,s581-114,REFERRED,s,Success in the Middle Act of 2015
2815,s582-114,REFERRED,s,No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2015
2816,s583-114,REPORTED,s,Sawtooth National Recreation Area and Jerry Peak Wilderness Additions Act
2817,s584-114,REFERRED,s,Better Efficiency and Administrative Simplification Act of 2015
2818,s585-114,REFERRED,s,American Natural Gas Security and Consumer Protection Act
2819,s586-114,REFERRED,s,National Diabetes Clinical Care Commission Act
2820,s587-114,REFERRED,s,Battlefield Excellence through Superior Training Practices Act
2821,s588-114,REFERRED,s,Detergent PACS Act of 2015
2822,s589-114,REFERRED,s,Defending Our Great Lakes Act of 2015
2823,s59-114,REFERRED,s,A bill to reject the final 5-year Outer Continental Shelf Oil and Gas Leasing Program for fiscal years 2012 through 2017 of the Administration and replace the plan with a 5-year plan that is more in line with the energy and economic needs of the United States.
2824,s590-114,REFERRED,s,Campus Accountability and Safety Act
2825,s591-114,REFERRED,s,New Markets Tax Credit Extension Act of 2015
2826,s592-114,REFERRED,s,A bill to improve the transition between experimental permits and commercial licenses for commercial reusable launch vehicles.
2827,s593-114,REPORTED,s,Bureau of Reclamation Transparency Act
2828,s594-114,REFERRED,s,Military Reserve Jobs Act of 2015
2829,s595-114,REFERRED,s,Hunter and Farmer Protection Act of 2015
2830,s596-114,REFERRED,s,San Francisco Bay Restoration Act
2831,s597-114,REFERRED,s,States' Rights Municipal Broadband Act of 2015
2832,s598-114,REFERRED,s,Chronic Kidney Disease Improvement in Research and Treatment Act of 2015
2833,s599-114,ENACTED:SIGNED,s,Improving Access to Emergency Psychiatric Care Act
2834,s6-114,REFERRED,s,We the People Act of 2016
2835,s60-114,REFERRED,s,A bill to prohibit aliens who are not lawfully present in the United States from being eligible for postsecondary education benefits that are not available to all citizens and nationals of the United States.
2836,s600-114,REFERRED,s,A bill to require the Secretary of Energy to establish an energy efficiency retrofit pilot program.
2837,s601-114,REFERRED,s,ACCTION Act of 2015
2838,s602-114,REFERRED,s,GI Bill Fairness Act of 2015
2839,s603-114,REFERRED,s,Rural Veterans Travel Enhancement Act of 2015
2840,s604-114,REFERRED,s,Veteran Education Empowerment Act
2841,s605-114,REFERRED,s,Investing in Innovation for Education Act of 2015
2842,s606-114,REFERRED,s,Postal Employee Appeal Rights Amendments Act of 2015
2843,s607-114,PASS_OVER:SENATE,s,Rural Community Hospital Demonstration Extension Act of 2015
2844,s608-114,REFERRED,s,Mortgage Forgiveness Tax Relief Act
2845,s609-114,REFERRED,s,Volunteer Responder Incentive Protection Act of 2015
2846,s61-114,REFERRED,s,Kisatchie National Forest Land Conveyance Act
2847,s610-114,REPORTED,s,Thurgood Marshall's Elementary School Study Act
2848,s611-114,ENACTED:SIGNED,s,Grassroots Rural and Small Community Water Systems Assistance Act
2849,s612-114,PASS_OVER:SENATE,s,"A bill to designate the Federal building and United States courthouse located at 1300 Victoria Street in Laredo, Texas, as the ""George P. Kazen Federal Building and United States Courthouse""."
2850,s613-114,REFERRED,s,Summer Meals Act of 2015
2851,s614-114,ENACTED:SIGNED,s,Federal Improper Payments Coordination Act of 2015
2852,s615-114,REPORTED,s,Iran Nuclear Agreement Review Act of 2015
2853,s616-114,REFERRED,s,Volunteer Emergency Services Recruitment and Retention Act of 2015
2854,s617-114,REFERRED,s,RECALL Act
2855,s618-114,REFERRED,s,Inspector General Access Act of 2015
2856,s619-114,REFERRED,s,United States-Israel Trade Enhancement Act of 2015
2857,s62-114,REFERRED,s,Freedom From Union Violence Act of 2015
2858,s620-114,REFERRED,s,Preserving Employee Wellness Programs Act
2859,s621-114,REFERRED,s,Preventing Antibiotic Resistance Act of 2015
2860,s622-114,REFERRED,s,Family Engagement in Education Act of 2015
2861,s623-114,REFERRED,s,Human Trafficking Detection Act of 2015
2862,s624-114,REFERRED,s,Removing Barriers to Colorectal Cancer Screening Act of 2015
2863,s625-114,REPORTED,s,Iran Nuclear Agreement Review Act of 2015
2864,s626-114,REFERRED,s,HELLPP Act
2865,s627-114,REPORTED,s,"A bill to require the Secretary of Veterans Affairs to revoke bonuses paid to employees involved in electronic wait list manipulations, and for other purposes."
2866,s628-114,REFERRED,s,Improving Access to Maternity Care Act
2867,s629-114,REFERRED,s,Making the Education of Nurses Dependable for Schools Act
2868,s63-114,REFERRED,s,Safety for Our Schoolchildren Act of 2015
2869,s630-114,REFERRED,s,Sacramento-San Joaquin Delta National Heritage Area Establishment Act
2870,s631-114,REFERRED,s,A bill to exempt National Forest System land in the State of Alaska from the Roadless Area Conservation Rule.
2871,s632-114,REFERRED,s,STRONG Patents Act of 2015
2872,s633-114,REFERRED,s,Stand with Israel Act of 2015
2873,s634-114,REFERRED,s,Disaster Assistance Fairness and Accountability Act of 2015
2874,s635-114,REFERRED,s,Drone Aircraft Privacy and Transparency Act of 2015
2875,s636-114,REFERRED,s,Increasing the Safety of Prescription Drug Use Act of 2015
2876,s637-114,REFERRED,s,Short Line Railroad Rehabilitation and Investment Act of 2015
2877,s638-114,REFERRED,s,Commonsense Legislative Exceptional Events Reforms Act of 2015
2878,s639-114,REFERRED,s,Agency PAYGO for Greenhouse Gases Act
2879,s64-114,REFERRED,s,Drug Free Families Act of 2015
2880,s640-114,REFERRED,s,ORDEAL Act of 2015
2881,s641-114,REFERRED,s,Military Reserve Small Business Jobs Act of 2015
2882,s642-114,REFERRED,s,Human Trafficking Survivors Relief and Empowerment Act of 2015
2883,s643-114,REFERRED,s,Continuum of Learning Act of 2015
2884,s644-114,REFERRED,s,A bill to resolve title issues involving real property and equipment acquired using funds provided under the Alaska Kiln Drying Grant Program.
2885,s645-114,REFERRED,s,Prepare All Kids Act of 2015
2886,s646-114,REFERRED,s,Medical Evaluation Parity for Servicemembers Act of 2015
2887,s647-114,REFERRED,s,Health Care Choice Act of 2015
2888,s648-114,REFERRED,s,Medicare Formulary Improvement Act of 2015
2889,s649-114,REFERRED,s,Higher Education Reform and Opportunity Act of 2015
2890,s65-114,REFERRED,s,Moving to Work Charter Program Act of 2015
2891,s650-114,REPORTED,s,Railroad Safety and Positive Train Control Extension Act
2892,s651-114,REFERRED,s,John Muir National Historic Site Expansion Act
2893,s652-114,REFERRED,s,Service Members and Communities Count Act of 2014
2894,s653-114,PASS_OVER:SENATE,s,Water Resources Research Amendments Act of 2015
2895,s654-114,REFERRED,s,"A bill to exempt certain class A CDL drivers from the requirement to obtain a hazardous material endorsement while operating a service vehicle with a fuel tank containing 3,785 liters (1,000 gallons) or less of diesel fuel."
2896,s655-114,REFERRED,s,A bill to prohibit the use of funds by the Secretary of the Interior to make a final determination on the listing of the northern long-eared bat under the Endangered Species Act of 1973.
2897,s656-114,REFERRED,s,Ensuring a Better Response for Victims of Child Sex Trafficking
2898,s657-114,REFERRED,s,Caregivers Expansion and Improvement Act of 2015
2899,s658-114,REFERRED,s,Local Taxpayer Relief Act
2900,s659-114,REPORTED,s,Bipartisan Sportsmen's Act of 2016
2901,s66-114,REFERRED,s,"A bill to prohibit any regulation regarding carbon dioxide or other greenhouse gas emissions reduction in the United States until China, India, and Russia implement similar reductions."
2902,s660-114,REFERRED,s,21 st Century Worker Tax Cut Act
2903,s661-114,REFERRED,s,Helping Working Families Afford Child Care Act
2904,s662-114,REFERRED,s,Songwriter Equity Act of 2015
2905,s663-114,REFERRED,s,A bill to repeal the violation of sovereign nations' laws and privacy matters.
2906,s664-114,REFERRED,s,Foster Care Tax Credit Act
2907,s665-114,ENACTED:SIGNED,s,Rafael Ramos and Wenjian Liu National Blue Alert Act of 2015
2908,s666-114,REFERRED,s,Quicker Veterans Benefits Delivery Act of 2015
2909,s667-114,REFERRED,s,Child Welfare Provider Inclusion Act of 2015
2910,s668-114,REFERRED,s,Data Broker Accountability and Transparency Act of 2015
2911,s669-114,REFERRED,s,Iran Congressional Oversight Act of 2015
2912,s67-114,REFERRED,s,Restoring Main Street Investor Protection and Confidence Act
2913,s670-114,REFERRED,s,Veterans' Heritage Firearms Act of 2015
2914,s671-114,REFERRED,s,Computer Science Education and Jobs Act of 2015
2915,s672-114,REFERRED,s,Keep Kids in School Act
2916,s673-114,REFERRED,s,Winding Down ObamaCare Act
2917,s674-114,REFERRED,s,21st Century Women's Health Act of 2015
2918,s675-114,REFERRED,s,Record Expungement Designed to Enhance Employment Act of 2015
2919,s676-114,REFERRED,s,Identity Theft and Tax Fraud Prevention Act of 2015
2920,s677-114,REFERRED,s,Global Democracy Promotion Act
2921,s678-114,REFERRED,s,English Language Unity Act of 2015
2922,s679-114,REFERRED,s,"Quality Data, Quality Healthcare Act of 2015"
2923,s68-114,REFERRED,s,Voter Integrity Protection Act
2924,s680-114,REFERRED,s,A bill for the relief of Maha Dakar.
2925,s681-114,REFERRED,s,Blue Water Navy Vietnam Veterans Act of 2015
2926,s682-114,REFERRED,s,Preserving Access to Manufactured Housing Act of 2015
2927,s683-114,REFERRED,s,CARERS Act of 2015
2928,s684-114,REFERRED,s,Homeless Veterans Prevention Act of 2015
2929,s685-114,REFERRED,s,Autocycle Safety Act
2930,s686-114,REFERRED,s,A bill to amend the Internal Revenue Code of 1986 to provide a limitation on certain aliens from claiming the earned income tax credit.
2931,s687-114,REFERRED,s,American Dream Accounts Act
2932,s688-114,REFERRED,s,Establishing Beneficiary Equity in the Hospital Readmission Program Act of 2015
2933,s689-114,REFERRED,s,Sports Medicine Licensure Clarity Act
2934,s69-114,REFERRED,s,A bill to require that the Government give priority to payment of all obligations on the debt held by the public and payment of Social Security benefits in the event that the debt limit is reached.
2935,s690-114,REFERRED,s,Local School Board Governance and Flexibility Act
2936,s691-114,REFERRED,s,Nuclear Waste Informed Consent Act
2937,s692-114,REFERRED,s,"A bill to designate the facility of the United States Postal Service located at 442 East 167th Street in Bronx, New York, as the ""Herman Badillo Post Office Building""."
2938,s693-114,REFERRED,s,Lena Horne Recognition Act
2939,s694-114,REFERRED,s,Future Logging Careers Act
2940,s695-114,REFERRED,s,Dignified Interment of Our Veterans Act of 2015
2941,s696-114,REFERRED,s,Next Generation High Schools Act
2942,s697-114,REPORTED,s,Frank R. Lautenberg Chemical Safety for the 21st Century Act
2943,s698-114,REFERRED,s,Marketplace Fairness Act of 2015
2944,s699-114,REFERRED,s,American Opportunity Tax Credit Permanence and Consolidation Act of 2015
2945,s70-114,REFERRED,s,A bill to direct the General Accountability Office to conduct a full audit of hurricane protection funding and cost estimates associated with post-Katrina hurricane protection.
2946,s700-114,REFERRED,s,READ Act
2947,s701-114,REFERRED,s,"A bill for the relief of Tim Lowry and Paul Nettleton of Owyhee County, Idaho."
2948,s702-114,REFERRED,s,Stop Illegal Insider Trading Act
2949,s703-114,REFERRED,s,Weatherization Enhancement and Local Energy Efficiency Investment and Accountability Act
2950,s704-114,REPORTED,s,Community Based Independence for Seniors Act
2951,s705-114,REFERRED,s,"A bill to amend section 213 of title 23, United States Code, relating to the Transportation Alternatives Program."
2952,s706-114,REFERRED,s,SOS Campus Act
2953,s707-114,REFERRED,s,Opioid Overdose Reduction Act of 2015
2954,s708-114,REFERRED,s,Regulatory Improvement Act of 2015
2955,s709-114,REFERRED,s,Restoring Access to Medication Act of 2015
2956,s71-114,REFERRED,s,Government Neutrality in Contracting Act
2957,s710-114,REPORTED,s,Native American Housing Assistance and Self-Determination Reauthorization Act of 2015
2958,s711-114,REFERRED,s,Mental Health First Act of 2015
2959,s712-114,REFERRED,s,Passenger Fee Restructuring Exemptions Act of 2015
2960,s713-114,REFERRED,s,International Violence Against Women Act of 2015
2961,s714-114,REFERRED,s,Frontline Mental Health Provider Training Act
2962,s715-114,REFERRED,s,Military and Veterans Mental Health Provider Assessment Act of 2015
2963,s716-114,REFERRED,s,Seniors' Tax Simplification Act of 2015
2964,s717-114,REFERRED,s,Community Provider Readiness Recognition Act of 2015
2965,s718-114,REPORTED,s,"A bill to modify the boundary of Petersburg National Battlefield in the Commonwealth of Virginia, and for other purposes."
2966,s719-114,ENACTED:SIGNED,s,"A bill to rename the Armed Forces Reserve Center in Great Falls, Montana, the Captain John E. Moran and Captain William Wylie Galt Armed Forces Reserve Center."
2967,s72-114,REFERRED,s,Expanding School Choice Act
2968,s720-114,REPORTED,s,Energy Savings and Industrial Competitiveness Act of 2015
2969,s721-114,REFERRED,s,Target Practice and Marksmanship Training Support Act
2970,s722-114,REFERRED,s,A bill to extend the date after which interest earned on obligations held in the wildlife restoration fund may be available for apportionment.
2971,s723-114,REFERRED,s,Utility Energy Service Contracts Improvement Act of 2015
2972,s724-114,REFERRED,s,Protecting Kids from Candy-Flavored Drugs Act of 2015
2973,s725-114,REFERRED,s,Alan Reinstein and Trevor Schaefer Toxic Chemical Protection Act
2974,s726-114,REFERRED,s,Community Financial Protection Act of 2015
2975,s727-114,REFERRED,s,Biomass Thermal Utilization Act of 2015
2976,s728-114,REFERRED,s,Sober Truth on Preventing Underage Drinking Reauthorization Act
2977,s729-114,REFERRED,s,Fairness for Struggling Students Act of 2015
2978,s73-114,REFERRED,s,Local Control of Education Act
2979,s730-114,REFERRED,s,Permanently Protecting Tenants at Foreclosure Act of 2015
2980,s731-114,REFERRED,s,Social Security Expansion Act
2981,s732-114,REFERRED,s,"A bill to amend the Act of June 18, 1934, to reaffirm the authority of the Secretary of the Interior to take land into trust for Indian tribes."
2982,s733-114,REFERRED,s,Filipino Veterans Family Reunification Act of 2015
2983,s734-114,REFERRED,s,USF Equitable Distribution Act of 2015
2984,s735-114,REFERRED,s,Level Playing Field in Trade Agreements Act of 2015
2985,s736-114,REFERRED,s,"State, Tribal, and Local Species Transparency and Recovery Act"
2986,s737-114,REFERRED,s,Ensuring Access to Primary Care for Women & Children Act
2987,s738-114,REFERRED,s,Genetically Engineered Salmon Risk Reduction Act
2988,s739-114,REFERRED,s,Veterans Access to Extended Care Act of 2015
2989,s74-114,REFERRED,s,Dependent Care Savings Account Act of 2015
2990,s740-114,REFERRED,s,Geospatial Data Act of 2015
2991,s741-114,REFERRED,s,Water Infrastructure Resiliency and Sustainability Act of 2015
2992,s742-114,REPORTED,s,Stop Wasteful Federal Bonuses Act of 2015
2993,s743-114,REFERRED,s,Honor America's Guard-Reserve Retirees Act of 2015
2994,s744-114,REFERRED,s,REFUND Act
2995,s745-114,REFERRED,s,National Debt and Taxation Transparency Act of 2015
2996,s746-114,REFERRED,s,Accelerating the End of Breast Cancer Act of 2015
2997,s747-114,REFERRED,s,American Innovation Act
2998,s748-114,REFERRED,s,Amnesty Bonuses Elimination Act
2999,s749-114,REFERRED,s,Honest Scoring Act of 2015
3000,s75-114,REFERRED,s,Education Tax Fraud Prevention Act
3001,s750-114,REPORTED,s,Arizona Borderlands Protection and Preservation Act
3002,s751-114,REFERRED,s,CASE Act
3003,s752-114,REFERRED,s,A bill to establish a scorekeeping rule to ensure that increases in guarantee fees of Fannie Mae and Freddie Mac shall not be used to offset provisions that increase the deficit.
3004,s753-114,REFERRED,s,Social Security and Marriage Equality Act
3005,s754-114,PASS_OVER:SENATE,s,Cybersecurity Information Sharing Act of 2015
3006,s755-114,REFERRED,s,Tennessee Wilderness Act
3007,s756-114,PASS_OVER:SENATE,s,Syrian War Crimes Accountability Act of 2015
3008,s757-114,REFERRED,s,No Stolen Trademarks Honored in America Act
3009,s758-114,REFERRED,s,Trade Enforcement Act of 2015
3010,s759-114,REFERRED,s,"Expedited Consideration of Cuts, Consolidations, and Savings Act of 2015"
3011,s76-114,REFERRED,s,Investment Savings Access After Catastrophes Act of 2015
3012,s760-114,REFERRED,s,Federal Communications Commission Collaboration Act of 2015
3013,s761-114,REFERRED,s,Veterans Access to Care Act
3014,s762-114,REFERRED,s,Innovation in Surface Transportation Act of 2015
3015,s763-114,REFERRED,s,Trauma Systems and Regionalization of Emergency Care Reauthorization Act
3016,s764-114,ENACTED:SIGNED,s,"A bill to reauthorize and amend the National Sea Grant College Program Act, and for other purposes."
3017,s765-114,REFERRED,s,A bill to appropriately determine the budgetary effects of energy savings performance contracts and utility energy service contracts.
3018,s766-114,REPORTED,s,Driver Privacy Act of 2015
3019,s767-114,REFERRED,s,Let Seniors Work Act of 2015
3020,s768-114,REFERRED,s,Steve Gleason Act of 2015
3021,s769-114,REFERRED,s,"Track, Railroad, and Infrastructure Network Act"
3022,s77-114,REFERRED,s,Patient Choice Restoration Act
3023,s770-114,REFERRED,s,Escambia County Land Conveyance Act
3024,s771-114,REFERRED,s,Manufacturing Universities Act of 2015
3025,s772-114,REFERRED,s,Democracy Restoration Act of 2015
3026,s773-114,REFERRED,s,Tyler Clementi Higher Education Anti-Harassment Act of 2015
3027,s774-114,REFERRED,s,Financial Institutions Examination Fairness and Reform Act
3028,s775-114,REFERRED,s,Self-Insurance Protection Act
3029,s776-114,REFERRED,s,Medication Therapy Management Empowerment Act of 2015
3030,s777-114,REFERRED,s,Flexibility for Working Families Act
3031,s778-114,REFERRED,s,Guantanamo Bay Recidivism Prevention Act of 2015
3032,s779-114,REPORTED,s,Fair Access to Science and Technology Research Act of 2015
3033,s78-114,REFERRED,s,Pregnant Women Health and Safety Act
3034,s780-114,REFERRED,s,Cameras in the Courtroom Act
3035,s781-114,REFERRED,s,Empowering Student Borrowers Act
3036,s782-114,REPORTED,s,Grand Canyon Bison Management Act
3037,s783-114,REFERRED,s,Sunshine in the Courtroom Act of 2015
3038,s784-114,REFERRED,s,Microlab Technology Commercialization Act of 2015
3039,s785-114,REFERRED,s,FRAC Act
3040,s786-114,REFERRED,s,Family and Medical Insurance Leave Act
3041,s787-114,REFERRED,s,NTIS Elimination Act
