billIndex,billId,billStatus,billType,billTitle
2034,s2831-114,REPORTED,s,A bill to amend the Small Business Investment Act of 1958 to provide priority for applicants for a license to operate as a small business investment company that are located in a disaster area.
2035,s2832-114,REFERRED,s,Fair Medicare Hospital Payments Act of 2016
2036,s2833-114,REFERRED,s,Visa Transparency Anti-Trafficking Act of 2016
2037,s2834-114,REPORTED,s,Getting Results through Enhanced Accountability and Transparency Act of 2016
2038,s2835-114,REFERRED,s,"A bill to amend the National Dam Safety Program Act to establish a program to provide grant assistance for the rehabilitation and repair of high hazard potential dams, and for other purposes."
2039,s2836-114,REFERRED,s,Protecting Families with Disabilities Act of 2016
2040,s2837-114,REPORTED,s,"Commerce, Justice, Science, and Related Agencies Appropriations Act, 2017"
2041,s2838-114,REPORTED,s,Small Business Transforming America's Regions Act of 2016
2042,s2839-114,REPORTED,s,A bill to amend the Gullah/Geechee Cultural Heritage Act to extend the authorization for the Gullah/Geechee Cultural Heritage Corridor Commission.
2043,s284-114,PASS_OVER:SENATE,s,Global Magnitsky Human Rights Accountability Act
2044,s2840-114,ENACTED:SIGNED,s,POLICE Act of 2016
2045,s2841-114,REFERRED,s,Atlantic Seismic Airgun Protection Act
2046,s2842-114,REFERRED,s,Johnson-O'Malley Supplemental Indian Education Program Modernization Act
2047,s2843-114,REFERRED,s,A bill to provide emergency supplemental appropriations to address the Zika crisis.
2048,s2844-114,REPORTED,s,"Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2017"
2049,s2845-114,ENACTED:SIGNED,s,Venezuela Defense of Human Rights and Civil Society Extension Act of 2016
2050,s2846-114,REPORTED,s,Small Business Innovation Protection Act of 2016
2051,s2847-114,REPORTED,s,Prove It Act of 2016
2052,s2848-114,REPORTED,s,Water Resources Development Act of 2016
2053,s2849-114,REPORTED,s,GAO Access and Oversight Act of 2016
2054,s285-114,REFERRED,s,Aurora Veterans Affairs Hospital Financing and Construction Reform Act of 2015
2055,s2850-114,REPORTED,s,Microloan Program Modernization Act of 2016
2056,s2851-114,REFERRED,s,Veterans' Disability Compensation Automatic COLA Act
2057,s2852-114,REPORTED,s,OPEN Government Data Act
2058,s2853-114,REFERRED,s,"A bill to provide for the repair, recapitalization, and certification of dry docks at Naval shipyards."
2059,s2854-114,PASS_OVER:SENATE,s,Emmett Till Unsolved Civil Rights Crimes Reauthorization Act of 2016
2060,s2855-114,REFERRED,s,Small Business Innovation Research and Technology Transfer Inclusive Outreach Improvement Act of 2016
2061,s2856-114,REFERRED,s,COAST Act
2062,s2857-114,REFERRED,s,"A bill to direct the Secretary of State to develop a strategy to obtain membership status for India in the Asia-Pacific Economic Cooperation (APEC), and for other purposes."
2063,s2858-114,REFERRED,s,Prescription Drug and Health Improvement Act of 2016
2064,s2859-114,REFERRED,s,College Access Act of 2016
2065,s286-114,PASS_OVER:SENATE,s,Department of the Interior Tribal Self-Governance Act of 2015
2066,s2860-114,REFERRED,s,Climate Change Adapt America Bond Act of 2016
2067,s2861-114,REFERRED,s,Post-Traumatic Stress Disorder Medication Prescribing Improvement Act of 2016
2068,s2862-114,REFERRED,s,Probation Officer Protection Act of 2016
2069,s2863-114,REFERRED,s,Equity in Pretrial Medicaid Coverage Act of 2016
2070,s2864-114,REFERRED,s,Reducing Existing Costs Associated with Pharmaceuticals for Seniors Act of 2016
2071,s2865-114,REFERRED,s,Asia-Pacific Maritime Security Initiative Act of 2016
2072,s2866-114,REFERRED,s,Jessie's Law
2073,s2867-114,REFERRED,s,SEC Small Business Advocate Act of 2016
2074,s2868-114,REFERRED,s,Investing in Opportunity Act
2075,s2869-114,REFERRED,s,Boost Saving for College Act
2076,s287-114,REFERRED,s,Safe Food Act of 2015
2077,s2870-114,REFERRED,s,Military Retaliation Prevention Act
2078,s2871-114,REFERRED,s,Veterans Choice Program Resolution Act
2079,s2872-114,REFERRED,s,NAS Healthy Babies Act
2080,s2873-114,REFERRED,s,ECHO Act
2081,s2874-114,REFERRED,s,At-Risk Youth Medicaid Protection Act of 2016
2082,s2875-114,REFERRED,s,Reports Reduction Act of 2016
2083,s2876-114,REFERRED,s,Mexican Gray Wolf Recovery Plan Act of 2016
2084,s2877-114,REFERRED,s,"A bill to amend title 32, United States Code, to specify the availability of certain funds provided by the Department of Defense to States for drug interdiction and counter-drug activities."
2085,s2878-114,REFERRED,s,Frank R. Wolf International Religious Freedom Act
2086,s2879-114,REFERRED,s,Working Families Relief Act
2087,s288-114,REFERRED,s,National Labor Relations Board Reform Act
2088,s2880-114,REFERRED,s,Therapeutic Fraud Prevention Act of 2016
2089,s2881-114,REFERRED,s,Voluntary Protection Program Act
2090,s2882-114,REFERRED,s,Ozone Standards Implementation Act of 2016
2091,s2883-114,REFERRED,s,Appropriate Care for Disabled Veterans Act of 2016
2092,s2884-114,REFERRED,s,EPA Accountability in Flint Act
2093,s2885-114,REFERRED,s,A bill to extend the runway at Pope Army Airfield.
2094,s2886-114,REFERRED,s,A bill to reauthorize the Fisheries Restoration and Irrigation Mitigation Act of 2000.
2095,s2887-114,REFERRED,s,Missile Defense Defend and Deter Act of 2016
2096,s2888-114,REFERRED,s,Janey Ensminger Act of 2016
2097,s2889-114,REFERRED,s,American Innovators and Entrepreneurs Act
2098,s289-114,REFERRED,s,American Cures Act
2099,s2890-114,REFERRED,s,Christa McAuliffe Commemorative Coin Act of 2016
2100,s2891-114,PASS_OVER:SENATE,s,"A bill to designate the facility of the United States Postal Service located at 525 North Broadway in Aurora, Illinois, as the ""Kenneth M. Christy Post Office Building""."
2101,s2892-114,REFERRED,s,Timber Innovation Act of 2016
2102,s2893-114,ENACTED:SIGNED,s,Library of Congress Sound Recording and Film Preservation Programs Reauthorization Act of 2016
2103,s2894-114,REFERRED,s,Pension Fund Integrity Act of 2016
2104,s2895-114,REFERRED,s,Extending Justice for Sex Crime Victims Act of 2016
2105,s2896-114,REFERRED,s,Care Veterans Deserve Act of 2016
2106,s2897-114,REFERRED,s,Justice for Telecommunications Consumers Act
2107,s2898-114,REFERRED,s,Small Business National Security Innovation Act of 2016
2108,s2899-114,REFERRED,s,Zika Response and Regulatory Relief Act
2109,s29-114,REFERRED,s,Respect for Marriage Act
2110,s290-114,REPORTED,s,Increasing the Department of Veterans Affairs Accountability to Veterans Act of 2015
2111,s2900-114,REFERRED,s,Preventing Terrorism Through Social Media Act of 2016
2112,s2901-114,REFERRED,s,Advancing U.S.-India Defense Cooperation Act
2113,s2902-114,REPORTED,s,Western Water Supply and Planning Enhancement Act of 2016
2114,s2903-114,REFERRED,s,Max Cleland Congressional Gold Medal Act of 2016
2115,s2904-114,REFERRED,s,ALS Disability Insurance Access Act of 2016
2116,s2905-114,REFERRED,s,Cyber Act of War Act of 2016
2117,s2906-114,REFERRED,s,China Market Economy Status Congressional Review Act
2118,s2907-114,REFERRED,s,"A bill to amend the Energy and Water Development and Related Agencies Appropriations Act, 2015, to strike the termination date for funding for pilot projects to increase Colorado River System water in Lake Mead, and for other purposes."
2119,s2908-114,REFERRED,s,"A bill to designate the facility of the United States Postal Service located at 1265 Hurffville Road in Deptford Township, New Jersey, as the ""First Lieutenant Salvatore S. Corma II Post Office Building""."
2120,s2909-114,REFERRED,s,CAPTIVE Act
2121,s291-114,REFERRED,s,Keep Our Communities Safe Act of 2015
2122,s2910-114,REFERRED,s,TRICARE Treatment for Fetal Repair Improvement Act of 2016
2123,s2911-114,REFERRED,s,"A bill to amend the Packers and Stockyards Act, 1921, to make it unlawful for a packer to own, feed, or control livestock intended for slaughter."
2124,s2912-114,REFERRED,s,Trickett Wendler Right to Try Act of 2016
2125,s2913-114,REFERRED,s,National Guard 12304b Benefits Parity Act
2126,s2914-114,REFERRED,s,Kingpin Designation Improvement Act of 2016
2127,s2915-114,REFERRED,s,Federal Research Transparency and Accountability Act of 2016
2128,s2916-114,REPORTED,s,"A bill to provide that the pueblo of Santa Clara may lease for 99 years certain restricted land, and for other purposes."
2129,s2917-114,REPORTED,s,Commodity End-User Relief Act
2130,s2918-114,REFERRED,s,"A bill to amend title 5, United States Code, to clarify the eligibility of employees of a land management agency in a time-limited appointment to compete for a permanent appointment at any Federal agency, and for other purposes."
2131,s2919-114,REFERRED,s,State Outreach for Local Veterans Employment Act of 2016
2132,s292-114,REFERRED,s,21st Century Endangered Species Transparency Act
2133,s2920-114,REPORTED,s,Tribal Law and Order Reauthorization and Amendments Act of 2016
2134,s2921-114,REPORTED,s,Veterans First Act
2135,s2922-114,REFERRED,s,Enhanced Veteran Healthcare Act of 2016
2136,s2923-114,REFERRED,s,Saint-Gaudens National Park for the Arts Redesignation Act
2137,s2924-114,REFERRED,s,Max Cleland Congressional Gold Medal Act of 2016
2138,s2925-114,REFERRED,s,Requiring Accountability and Inspections for Dining Service Act
2139,s2926-114,REFERRED,s,Science Prize Competitions Act of 2016
2140,s2927-114,REFERRED,s,Conscience Protection Act of 2016
2141,s2928-114,REFERRED,s,"A bill to require an expedited decision with respect to securing land-based missile fields, and for other purposes."
2142,s2929-114,REFERRED,s,"A bill to designate the facility of the United States Postal Service located at 3031 Veterans Road West in Staten Island, New York, as the ""Leonard Montalto Post Office Building""."
2143,s293-114,REFERRED,s,A bill to amend the Endangered Species Act of 1973 to establish a procedure for approval of certain settlements.
2144,s2930-114,REFERRED,s,Limiting Contributions to the United Nations and Affiliated Organizations that Accord the Palestine Liberation Organization the Same Standing as Member States Act
2145,s2931-114,REFERRED,s,Botnet Prevention Act of 2016
2146,s2932-114,REFERRED,s,Protecting Patient Access to Emergency Medications Act of 2016
2147,s2933-114,REFERRED,s,Veterans ACCESS Act
2148,s2934-114,REFERRED,s,Fix Gun Checks Act of 2016
2149,s2935-114,REFERRED,s,End Housing Subsidies for the Rich Act of 2016
2150,s2936-114,REFERRED,s,Stop Subsidizing Childhood Obesity Act
2151,s2937-114,REPORTED,s,"Department of State Authorization Act, Fiscal Year 2017"
2152,s2938-114,REFERRED,s,Certainty for States and Tribes Act
2153,s2939-114,REFERRED,s,"State, Territory, and Local Government Bailout Prevention Act"
2154,s294-114,REFERRED,s,Pro Football Hall of Fame Commemorative Coin Act
2155,s2940-114,REFERRED,s,Medicare Access to Radiology Care Act of 2016
2156,s2941-114,REFERRED,s,Women and Lung Cancer Research and Preventive Services Act of 2016
2157,s2942-114,REPORTED,s,A bill to extend certain privileges and immunities to the Gulf Cooperation Council.
2158,s2943-114,PASSED:BILL,s,National Defense Authorization Act for Fiscal Year 2017
2159,s2944-114,REPORTED,s,Public Safety Officers' Benefits Improvement Act of 2016
2160,s2945-114,REFERRED,s,EARNS Act
2161,s2946-114,REFERRED,s,Law Enforcement Officers Equity Act
2162,s2947-114,REFERRED,s,Food Date Labeling Act of 2016
2163,s2948-114,REFERRED,s,SASCA
2164,s2949-114,REFERRED,s,Great Lakes Fish and Wildlife Restoration Act of 2016
2165,s295-114,PASS_OVER:SENATE,s,Amy and Vicky Child Pornography Victim Restitution Improvement Act of 2015
2166,s2950-114,REFERRED,s,Gold King Accountability and Compensation for Taxpayers
2167,s2951-114,REFERRED,s,Foreign Spill Protection Act of 2016
2168,s2952-114,REFERRED,s,Stopping Mass Hacking Act
2169,s2953-114,REFERRED,s,IHS Accountability Act of 2016
2170,s2954-114,REPORTED,s,Ste. Genevieve National Historic Site Establishment Act of 2016
2171,s2955-114,REPORTED,s,"Legislative Branch Appropriations Act, 2017"
2172,s2956-114,REPORTED,s,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2017"
2173,s2957-114,REFERRED,s,Apollo 11 50th Anniversary Commemorative Coin Act
2174,s2958-114,REFERRED,s,A bill to establish a pilot program on partnership agreements to construct new facilities for the Department of Veterans Affairs.
2175,s2959-114,REFERRED,s,A bill to amend the White Mountain Apache Tribe Water Rights Quantification Act of 2010 to clarify the use of amounts in the WMAT Settlement Fund.
2176,s296-114,REFERRED,s,Veterans Small Business Opportunity and Protection Act of 2015
2177,s2960-114,REFERRED,s,Access to Birth Control Act
2178,s2961-114,REFERRED,s,Compassionate Care Act
2179,s2962-114,REFERRED,s,Affordable Housing Credit Improvement Act of 2016
2180,s2963-114,REFERRED,s,Consortia-Led Energy and Advanced Manufacturing Networks Act
2181,s2964-114,REPORTED,s,GAO Mandates Revision Act of 2016
2182,s2965-114,REFERRED,s,"A bill to designate the facility of the United States Postal Service located at 229 West Main Cross Street in Findlay, Ohio, as the ""Michael Garver Oxley Memorial Post Office Building""."
2183,s2966-114,REPORTED,s,District of Columbia Judicial Financial Transparency Act
2184,s2967-114,REPORTED,s,National Biodefense Strategy Act of 2016
2185,s2968-114,REPORTED,s,Office of Special Counsel Reauthorization Act of 2016
2186,s2969-114,REFERRED,s,Disaster Management Act of 2016
2187,s297-114,REFERRED,s,Frontlines to Lifelines Act of 2015
2188,s2970-114,REPORTED,s,"A bill to amend title 5, United States Code, to expand law enforcement availability pay to employees of the Air and Marine Operations of U.S. Customs and Border Protection."
2189,s2971-114,REPORTED,s,National Urban Search and Rescue Response System Act of 2016
2190,s2972-114,REPORTED,s,GRANT Act
2191,s2973-114,REFERRED,s,"A bill to increase the micro-purchase threshold for universities, independent research institutes, and non-profit research organizations."
2192,s2974-114,REFERRED,s,"A bill to ensure funding for the National Human Trafficking Hotline, and for other purposes."
2193,s2975-114,REPORTED,s,Federal Information Systems Safeguards Act of 2016
2194,s2976-114,REPORTED,s,DHS Accountability Act of 2016
2195,s2977-114,REFERRED,s,Budgeting for Opioid Addiction Treatment Act
2196,s2978-114,REFERRED,s,Protect Continuing Physician Education and Patient Care Act
2197,s2979-114,REFERRED,s,Presidential Tax Transparency Act
2198,s298-114,REFERRED,s,ACE Kids Act of 2015
2199,s2980-114,REFERRED,s,Health Savings Account Expansion Act of 2016
2200,s2981-114,REFERRED,s,"A bill to amend title XIX of the Social Security Act to add standards for drug compendia for physician use for purposes of Medicaid payment for certain drugs, and for other purposes."
2201,s2982-114,REFERRED,s,Article I Regulatory Budget Act of 2016
2202,s2983-114,REFERRED,s,Caring Recovery for Infants and Babies Act
2203,s2984-114,REFERRED,s,No Impunity for Iranian Aggression at Sea Act of 2016
2204,s2985-114,REFERRED,s,World's Greatest Healthcare Plan Act of 2016
2205,s2986-114,REFERRED,s,International Communications Privacy Act
2206,s2987-114,REFERRED,s,"Safe, Convenient, Reliable, Efficient, Effective, Next-Generation, Functional, and Secure TSA Act of 2016"
2207,s2988-114,REFERRED,s,A bill to extend the sunset of the Iran Sanctions Act of 1996 in order to effectuate the Joint Comprehensive Plan of Action in guaranteeing that all nuclear material in Iran remains in peaceful activities.
2208,s2989-114,REFERRED,s,Merchant Mariners of World War II Congressional Gold Medal Act of 2016
